,brand_and_model,km_driven,fuel_type,transmission,all_spec_1,all_spec_2,price
901,2021 Hyundai Creta SX IVT Petrol,19K km, · Petrol, · Automatic,,"Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",₹15.24 Lakh
902,2019 Hyundai Creta 1.6 SX,51K km, · Diesel, · Manual,"Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
126 bhp
Max torque
260 nm
Displacement
1582 cc
VIEW ALL SPECIFICATIONS",,₹11.88 Lakh
903,2015 Hyundai Grand i10 Sportz 1.2 Kappa VTVT,44K km, · Petrol, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",₹4.06 Lakh
904,2021 Renault Kwid 1.0 RXL,12K km, · Petrol, · Manual,"Mileage (ARAI)
21.7 kmpl
Ground clearance
184 mm
Boot space
279 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",,₹3.75 Lakh
905,2019 Hyundai Elite i20 Asta (O) CVT,17K km, · Petrol, · Automatic,"Mileage (ARAI)
19.8 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹7.93 Lakh
906,2016 Maruti Suzuki Baleno Alpha Petrol,56K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.78 Lakh
907,2019 Maruti Suzuki Baleno Alpha Petrol+CNG (Outside Fitted),10K km, · Petrol+cng, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.45 Lakh
908,2020 Maruti Suzuki XL6 Alpha AT Petrol,50K km, · Petrol, · Automatic,"Mileage (ARAI)
17.99 kmpl
Boot space
209 litres
Seating capacity
6 units
Fuel tank capacity
45 litres
Max power
103.2 bhp
Max torque
138 nm
VIEW ALL SPECIFICATIONS",,₹10.98 Lakh
909,2011 Toyota Etios V,50K km, · Petrol, · Manual,"Mileage (ARAI)
17.57 kmpl
Ground clearance
170 mm
Boot space
595 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
80 bhp
VIEW ALL SPECIFICATIONS",,₹2.72 Lakh
910,2012 Toyota Etios Liva G,45K km, · Petrol, · Manual,,"Mileage (ARAI)
17.71 kmpl
Ground clearance
170 mm
Boot space
251 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
80 bhp
VIEW ALL SPECIFICATIONS",₹2.86 Lakh
911,2017 Maruti Suzuki Ciaz ZXI+ AT,96K km, · Petrol, · Automatic,,"Mileage (ARAI)
19.12 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91 bhp
VIEW ALL SPECIFICATIONS",₹6.76 Lakh
912,2011 Hyundai i20 Magna 1.2,65K km, · Petrol, · Manual,,"Mileage (ARAI)
12.4 kmpl
Ground clearance
165 mm
Boot space
295 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
80 bhp
VIEW ALL SPECIFICATIONS",₹2.93 Lakh
913,2014 Hyundai Grand i10 Magna 1.2 Kappa VTVT,60K km, · Petrol, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",₹3.69 Lakh
914,2013 Hyundai i10 Magna 1.2 Petrol,87K km, · Petrol, · Manual,,"Mileage (ARAI)
20.36 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
78.9 bhp
Max torque
111.7 nm
VIEW ALL SPECIFICATIONS",₹2.60 Lakh
915,2019 Ford EcoSport Titanium 1.5L Ti-VCT,39K km, · Petrol, · Manual,"Mileage (ARAI)
15.9 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
120.69 bhp
VIEW ALL SPECIFICATIONS",,₹7.27 Lakh
916,2020 Hyundai Verna SX Opt Turbo Petrol,7K km, · Petrol, · Automatic,"Mileage (ARAI)
19.2 kmpl
Boot space
480 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118 bhp
Max torque
172 nm
VIEW ALL SPECIFICATIONS",,₹13.26 Lakh
917,2020 Kia Sonet GTX Plus 1.0 iMT,18K km, · Petrol, · Manual,"Mileage (ARAI)
18.2 kmpl
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹11.45 Lakh
918,2020 Maruti Suzuki Swift VXI AMT,25K km, · Petrol, · Automatic,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.48 Lakh
919,2014 Maruti Suzuki Ritz LXI,, · Petrol, · Manual,,,₹3.41 Lakh
920,2017 Maruti Suzuki Swift LXI (O),46K km, · Petrol, · Manual,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹4.34 Lakh
921,2019 Maruti Suzuki Swift ZXI Plus AMT,63K km, · Petrol, · Automatic,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹6.72 Lakh
922,2016 Maruti Suzuki Ciaz ZXI+ AT,98K km, · Petrol, · Automatic,"Mileage (ARAI)
19.12 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91 bhp
VIEW ALL SPECIFICATIONS",,₹6.18 Lakh
923,2018 Maruti Suzuki Dzire ZXI AMT CNG (outside fitted),41K km, · Petrol+cng, · Automatic,"Displacement
1197 cc
VIEW ALL SPECIFICATIONS",,₹6.99 Lakh
924,2021 Skoda Kushaq Ambition 1.0L TSI MT,26K km, · Petrol, · Manual,,"Mileage (ARAI)
19.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹11.97 Lakh
925,2020 Mahindra XUV 300 W8 Petrol,11K km, · Petrol, · Manual,"Mileage (ARAI)
17.01 kmpl
Ground clearance
180 mm
Boot space
259 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
108.6 bhp
VIEW ALL SPECIFICATIONS",,₹9.70 Lakh
926,2017 Ford EcoSport Titanium+ 1.0L EcoBoost,59K km, · Petrol, · Manual,"Mileage (ARAI)
18.9 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
124 bhp
VIEW ALL SPECIFICATIONS",,₹6.95 Lakh
927,2019 Maruti Suzuki Baleno Zeta AT Petrol+cng(Outside fitted),47K km, · Petrol+cng, · Automatic,"Mileage (ARAI)
19.56 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.79 Lakh
928,2016 Maruti Suzuki Vitara Brezza ZDI PLUS Dual Tone,80K km, · Diesel, · Manual,,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
88.5 bhp
VIEW ALL SPECIFICATIONS",₹5.90 Lakh
929,2017 Volkswagen Polo Comfortline 1.2L CNG (Outside Fitted),39K km, · Petrol+cng, · Manual,"Mileage (ARAI)
16.2 kmpl
Ground clearance
165 mm
Boot space
280 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹5.64 Lakh
930,2014 Maruti Suzuki Ciaz ZXI,40K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91 bhp
VIEW ALL SPECIFICATIONS",₹5.40 Lakh
931,2013 Honda City V (AVN),74K km, · Petrol, · Manual,,"Mileage (ARAI)
16.8 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
116.3 bhp
VIEW ALL SPECIFICATIONS",₹4.98 Lakh
932,2015 Honda Brio VX MT,56K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹4.03 Lakh
933,2017 Mahindra KUV100 K4 D 6 STR,24K km, · Diesel, · Manual,"Mileage (ARAI)
25.32 kmpl
Ground clearance
170 mm
Boot space
243 litres
Seating capacity
6 units
Fuel tank capacity
35 litres
Max power
77 bhp
VIEW ALL SPECIFICATIONS",,₹3.92 Lakh
934,2011 Hyundai i10 Era Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
19.81 kmpl
Ground clearance
165 mm
Boot space
225 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68.05 bhp
VIEW ALL SPECIFICATIONS",,₹2.42 Lakh
935,2011 Hyundai i10 Era Petrol,90K km, · Petrol, · Manual,,"Mileage (ARAI)
19.81 kmpl
Ground clearance
165 mm
Boot space
225 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68.05 bhp
VIEW ALL SPECIFICATIONS",₹2.18 Lakh
936,2014 Maruti Suzuki Swift VXI,77K km, · Petrol, · Manual,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
232 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
VIEW ALL SPECIFICATIONS",₹3.81 Lakh
937,2019 Maruti Suzuki Baleno Sigma Petrol,17K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.66 Lakh
938,2015 Renault Duster RxL Petrol,39K km, · Petrol, · Manual,"Mileage (ARAI)
13.06 kmpl
Ground clearance
205 mm
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
102.53 bhp
Max torque
148 nm
VIEW ALL SPECIFICATIONS",,₹5.52 Lakh
939,2019 Renault Triber RXT,48K km, · Petrol, · Manual,,"Mileage (ARAI)
20 kmpl
Ground clearance
182 mm
Boot space
84 litres
Seating capacity
7 units
Fuel tank capacity
40 litres
Max power
71 bhp
VIEW ALL SPECIFICATIONS",₹5.54 Lakh
940,2020 Renault Kwid 1.0 RXT Opt,38K km, · Petrol, · Manual,,"Mileage (ARAI)
22 kmpl
Ground clearance
180 mm
Boot space
279 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",₹4.59 Lakh
941,2021 Renault Kiger RXZ 1.0 Turbo MT Dual Tone,27K km, · Petrol, · Manual,"Mileage (ARAI)
20.53 kmpl
Ground clearance
205 mm
Boot space
405 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
99 bhp
VIEW ALL SPECIFICATIONS",,₹7.29 Lakh
942,2017 Maruti Suzuki Ertiga ZDI + SHVS,90K km, · Diesel, · Manual,"Mileage (ARAI)
24.52 kmpl
Ground clearance
185 mm
Boot space
135 litres
Seating capacity
7 units
Fuel tank capacity
45 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",,₹7.58 Lakh
943,2018 Maruti Suzuki Baleno Delta Petrol,33K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹5.72 Lakh
944,2014 Hyundai Grand i10 Asta 1.2 Kappa VTVT,, · Petrol, · Manual,,,₹4.11 Lakh
945,2017 Maruti Suzuki Baleno Zeta Petrol,66K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹5.37 Lakh
946,2015 Maruti Suzuki Swift ZXI,27K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",,₹4.95 Lakh
947,2019 Maruti Suzuki Swift ZDi Plus,34K km, · Diesel, · Manual,"Mileage (ARAI)
25.2 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹6.68 Lakh
948,2021 Skoda Kushaq Style 1.0L TSI MT,14K km, · Petrol, · Manual,,"Mileage (ARAI)
19.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.45 Lakh
949,2022 Skoda Kushaq Ambition 1.0L TSI MT,11K km, · Petrol, · Manual,,"Mileage (ARAI)
19.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹12.20 Lakh
950,2021 Skoda Kushaq Style 1.5L TSI MT,31K km, · Petrol, · Manual,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",,₹14.19 Lakh
951,2021 Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,41K km, · Petrol, · Manual,,"Mileage (ARAI)
20.7 kmpl
Ground clearance
165 mm
Boot space
260 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.86 bhp
VIEW ALL SPECIFICATIONS",₹6.22 Lakh
952,2021 Toyota Innova Crysta 2.4 ZX 7 STR,96K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
176 mm
Boot space
300 litres
Seating capacity
7 units
Fuel tank capacity
65 litres
Max power
148 bhp
VIEW ALL SPECIFICATIONS",₹20.15 Lakh
953,2012 Maruti Suzuki Ertiga VXI,58K km, · Petrol, · Manual,,"Mileage (ARAI)
16.02 kmpl
Ground clearance
185 mm
Boot space
135 litres
Seating capacity
7 units
Fuel tank capacity
45 litres
Max power
93.7 bhp
VIEW ALL SPECIFICATIONS",₹4.54 Lakh
954,2019 Hyundai Verna 1.6 VTVT SX,48K km, · Petrol, · Manual,,"Mileage (ARAI)
17.4 kmpl
Ground clearance
165 mm
Boot space
480 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
121 bhp
VIEW ALL SPECIFICATIONS",₹8.43 Lakh
955,2017 Tata Hexa XT,49K km, · Diesel, · Manual,,"Mileage (ARAI)
17.6 kmpl
Ground clearance
200 mm
Boot space
128 litres
Seating capacity
7 units
Fuel tank capacity
60 litres
Max power
153.86 bhp
VIEW ALL SPECIFICATIONS",₹10.17 Lakh
956,2020 Kia Seltos GTX Plus DCT,40K km, · Petrol, · Automatic,"Mileage (ARAI)
16.8 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",,₹16.20 Lakh
957,2021 Mahindra Thar LX 4 STR Hard Top Petrol AT,13K km, · Petrol, · Automatic,,"Ground clearance
226 mm
Seating capacity
4 units
Fuel tank capacity
57 litres
Max power
150 bhp
Max torque
320 nm
Displacement
1997 cc
VIEW ALL SPECIFICATIONS",₹15.73 Lakh
958,2018 Hyundai Creta 1.6 SX VTVT,77K km, · Petrol, · Manual,,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",₹9.41 Lakh
959,2012 Toyota Corolla Altis GL Petrol,53K km, · Petrol, · Manual,"Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Displacement
1798 cc
VIEW ALL SPECIFICATIONS",,₹4.84 Lakh
960,2014 Hyundai Grand i10 Sportz 1.2 Kappa VTVT,35K km, · Petrol, · Manual,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",,₹3.95 Lakh
961,2016 Hyundai Creta 1.6 SX Plus Petrol,96K km, · Petrol, · Manual,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",,₹7.23 Lakh
962,2013 Honda City 1.5 S MT,50K km, · Petrol, · Manual,"Mileage (ARAI)
16.8 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",,₹4.17 Lakh
963,2022 Mahindra XUV700 AX 7 Petrol MT 7 STR,, · Petrol, · Manual,,,₹20.39 Lakh
964,2019 Renault Kwid RXT Opt,63K km, · Petrol, · Manual,,"Mileage (ARAI)
25.17 kmpl
Ground clearance
180 mm
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
53.3 bhp
Max torque
72 nm
VIEW ALL SPECIFICATIONS",₹3.47 Lakh
965,2016 Maruti Suzuki Baleno Zeta Petrol,34K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.19 Lakh
966,2020 Kia Seltos HTX Plus D,66K km, · Diesel, · Manual,,,₹13.41 Lakh
967,2020 Kia Seltos HTX IVT G,15K km, · Petrol, · Automatic,"Mileage (ARAI)
16.8 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
113.4 bhp
VIEW ALL SPECIFICATIONS",,₹14.20 Lakh
968,2019 Maruti Suzuki Vitara Brezza VDi,39K km, · Diesel, · Manual,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
Max torque
200 nm
VIEW ALL SPECIFICATIONS",,₹7.39 Lakh
969,2016 Honda Brio S MT,79K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹4.03 Lakh
970,2022 Hyundai i20 N Line N8 1.0 Turbo DCT,13K km, · Petrol, · Automatic,"Mileage (ARAI)
20.2 kmpl
Ground clearance
170 mm
Boot space
311 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
118 bhp
VIEW ALL SPECIFICATIONS",,₹11.49 Lakh
971,2019 Ford EcoSport Titanium + 1.5L Ti-VCT,38K km, · Petrol, · Manual,"Mileage (ARAI)
15.9 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
121 bhp
VIEW ALL SPECIFICATIONS",,₹8.10 Lakh
972,2021 Maruti Suzuki S-Presso VXI+,, · Petrol, · Manual,,,₹4.43 Lakh
973,2020 Mahindra XUV500 W7,44K km, · Diesel, · Manual,,"Mileage (ARAI)
15.1 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Max power
152 bhp
Max torque
360 nm
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
974,2021 Honda Amaze 1.2 VX CVT i-VTEC,25K km, · Petrol, · Automatic,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
420 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
88.76 bhp
VIEW ALL SPECIFICATIONS",,₹8 Lakh
975,2017 Hyundai Creta 1.6 SX Plus Auto,75K km, · Diesel, · Automatic,"Mileage (ARAI)
17.01 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
126 bhp
VIEW ALL SPECIFICATIONS",,₹8.59 Lakh
976,2019 Tata Nexon XM Petrol,73K km, · Petrol, · Manual,"Mileage (ARAI)
17 kmpl
Ground clearance
209 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
44 litres
Max power
118.3 bhp
VIEW ALL SPECIFICATIONS",,₹6.38 Lakh
977,2016 Maruti Suzuki Baleno Alpha Petrol,52K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.83 Lakh
978,2014 Chevrolet Beat LS Petrol,58K km, · Petrol, · Manual,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
79 bhp
Max torque
108 nm
VIEW ALL SPECIFICATIONS",₹1.99 Lakh
979,2020 Maruti Suzuki Baleno Zeta Petrol,20K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.84 Lakh
980,2014 Ford EcoSport Titanium 1.5L Ti-VCT AT,100K km, · Petrol, · Automatic,"Mileage (ARAI)
16.5 kmpl
Ground clearance
200 mm
Boot space
346 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
109 bhp
VIEW ALL SPECIFICATIONS",,₹5.13 Lakh
981,2019 Kia Seltos GTX,26K km, · Petrol, · Manual,,"Mileage (ARAI)
16.1 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹12.44 Lakh
982,2018 Maruti Suzuki Celerio X VXI Petrol+cng(outside fitted),43K km, · Petrol+cng, · Manual,"Mileage (ARAI)
23.1 kmpl
Ground clearance
165 mm
Boot space
235 litres
Fuel tank capacity
35 litres
Max power
63 bhp
Max torque
90 nm
VIEW ALL SPECIFICATIONS",,₹4.87 Lakh
983,2016 Maruti Suzuki Baleno Alpha Petrol+CNG (Outside Fitted),54K km, · Petrol+cng, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.80 Lakh
984,2017 Ford EcoSport Ambiente 1.5L TDCi,80K km, · Diesel, · Manual,,"Mileage (ARAI)
22.7 kmpl
Ground clearance
200 mm
Boot space
346 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
99 bhp
VIEW ALL SPECIFICATIONS",₹5.36 Lakh
985,2016 Nissan Terrano XL Petrol,38K km, · Petrol, · Manual,"Mileage (ARAI)
13.24 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
102.5 bhp
VIEW ALL SPECIFICATIONS",,₹5.87 Lakh
986,2018 Maruti Suzuki Baleno Alpha Petrol,38K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹6.44 Lakh
987,2019 Maruti Suzuki Swift VXI,39K km, · Petrol, · Manual,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹5.47 Lakh
988,2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
989,2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
990,2018 Maruti Suzuki Ciaz Alpha Petrol,35K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91.1 bhp
VIEW ALL SPECIFICATIONS",₹7.95 Lakh
